"model","manufacturer","lens_type","lens_mount","focal_length_mm","min_wd_mm","distortion_percent","image_circle_mm","megapixel_rating","recommended_min_pixel_um","pmag","nominal_wd_mm","wd_tolerance_mm","max_sensor_diagonal_mm","telecentricity_deg","dof_mm","numerical_aperture","f_number","coaxial_illumination","notes"
"DTCA24K-88-M90-ALV2","COOLENS","BiTelecentric","M90","0","0","0.1","88","20","3.45","1","162","3","88","0.1","0.3","0","8","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 88 mm"
"DTCA24K-88-M95-ALV2","COOLENS","BiTelecentric","M95","0","0","0.1","88","20","3.45","1","162","0","88","0.1","0.3","0","8","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 88 mm"
"DTCA24K-92-M90-AL","COOLENS","BiTelecentric","M90","0","0","0.1","88","20","3.45","0.96","150","3","88","0.1","0.3","0","8","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 91.6 mm"
"DTCA24K-92-M95-AL","COOLENS","BiTelecentric","M95","0","0","0.1","88","20","3.45","0.96","150","3","88","0.1","0.3","0","8","false","COOLENS DTCA large-format line-scan bi-telecentric official list; FOV 91.6 mm"
"DTCA35F-11-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.28","44","20","3.45","4","61","0","44","0.1","0.06","0","11.1","false","COOLENS DTCA high-performance industrial lens official list; FOV 11 mm"
"DTCA35F-11C-G-M58-ALV3","COOLENS","ObjectTelecentric","M58","0","0","0.02","44","20","3.45","4","60","0","44","0.02","0.06","0","11","true","COOLENS DTCA high-performance industrial lens official list; FOV 11 mm"
"DTCA35F-14.6-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.045","44","20","3.45","3","60","0","44","0.17","0.08","0","8.8","false","COOLENS DTCA high-performance industrial lens official list; FOV 14.6 mm"
"DTCA35F-14.6C-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.045","44","20","3.45","3","60","0","44","0.17","0.08","0","8.8","true","COOLENS DTCA high-performance industrial lens official list; FOV 14.6 mm"
"DTCA35F-22-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.045","44","20","3.45","2","102","0","44","0.01","0.16","0","8","false","COOLENS DTCA high-performance industrial lens official list; FOV 22 mm"
"DTCA35F-22C-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.045","44","20","3.45","2","102","0","44","0.01","0.16","0","8","true","COOLENS DTCA high-performance industrial lens official list; FOV 22 mm"
"DTCA35F-29.3-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.025","35","20","3.45","1.5","92.5","1","35","19.9","0.29","0","7.6","false","COOLENS DTCA high-performance industrial lens official list; FOV 29.3 mm"
"DTCA35F-29.3C-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.025","35","20","3.45","1.5","92.5","1","35","19.9","0.29","0","7.6","false","COOLENS DTCA high-performance industrial lens official list; FOV 29.3 mm"
"DTCA35F-44-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.04","44","20","3.45","1","102","0","44","0.04","0.49","0","6.1","false","COOLENS DTCA high-performance industrial lens official list; FOV 44 mm"
"DTCA35F-44C-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.04","44","20","3.45","1","102","0","44","0.04","0.49","0","6.1","true","COOLENS DTCA high-performance industrial lens official list; FOV 44 mm"
"DTCA35F-8.8-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.02","44","20","3.45","5","60","0","44","0.01","0.04","0","13","false","COOLENS DTCA high-performance industrial lens official list; FOV 8.8 mm"
"DTCA35F-8.8C-G-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.02","44","20","3.45","5","60","0","44","0.01","0.04","0","13","true","COOLENS DTCA high-performance industrial lens official list; FOV 8.8 mm"
"DTCA35F-82-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.03","43.4","20","3.45","0.53","338","4","43.4","0.05","2.8","0","10","false","COOLENS DTCA high-performance industrial lens official list; FOV 82 mm"
"DTCA35F-82C-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.03","43.4","20","3.45","0.53","338","4","43.4","0.05","2.8","0","10","true","COOLENS DTCA high-performance industrial lens official list; FOV 82 mm"
"DTCA35F-94-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.1","43.4","20","3.45","0.462","378","4","43.4","0.1","1.5","0","8","false","COOLENS DTCA high-performance industrial lens official list; FOV 94 mm"
"DTCA35F-94C-M58-AL","COOLENS","ObjectTelecentric","M58","0","0","0.1","43.4","20","3.45","0.462","378","4","43.4","0.1","1.5","0","8","true","COOLENS DTCA high-performance industrial lens official list; FOV 94 mm"
"DTCA430-42-C","COOLENS","ObjectTelecentric","C","0","0","0.1","23","20","3.45","0.55","83","1","23","0.1","1.1","0","8","false","COOLENS DTCA high-performance industrial lens official list; FOV 42 mm"
"DTCM110-100H-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.166","238","4","16.6","0.1","23.2","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-110-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.151","263","4","16.6","0.1","28.1","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-120H-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.138","273","5","16.6","0.1","33.6","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-136-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.122","288","5","16.6","0.1","43","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-150-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.11","300","5","16.6","0.1","52.9","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-170-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.098","318","5","16.6","0.1","66.6","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-190H-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.087","330","5","16.6","0.1","84.6","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-216-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.077","372","5","16.6","0.1","107.9","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-240H-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.069","410","6","16.6","0.1","134.4","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-258-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.064","338","5","16.6","0.1","106","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-26","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.638","73","1","16.6","0.1","1.6","0","8.7","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-300S-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.055","465","6","16.6","0.1","211.6","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-36","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.46","110","2","16.6","0.1","3","0","7.8","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-42","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.395","118","3","16.6","0.1","4.1","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-42-P","COOLENS","BiTelecentric","C","0","0","0.1","16.6","12","0","0.395","118","3","16.6","0.1","4.1","0","6.5","false","COOLENS DTCM110-42-P official PDF detail; FOV 42mm"
"DTCM110-48","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.346","128","3","16.6","0.1","5.3","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-56-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.296","138","3","16.6","0.1","7.3","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-64H-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.259","158","3","16.6","0.1","9.5","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-72-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.231","178","3","16.6","0.1","12","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-80H-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.208","228","4","16.6","0.1","14.8","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM110-90-AL","COOLENS","BiTelecentric","C","0","0","0.1","16.6","0","0","0.184","208","3","16.6","0.1","18.9","0","6.5","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-100H-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.184","238","4","18.4","0.1","13","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-110-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.167","263","4","18.4","0.1","15.8","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-120H-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.153","273","5","18.4","0.1","18.7","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-136-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.135","288","5","18.4","0.1","24.1","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-150-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.123","300","5","18.4","0.1","29","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-170-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.108","318","5","18.4","0.1","37.7","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-190H-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.097","330","5","18.4","0.1","46.7","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-216-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.085","372","5","18.4","0.1","60.9","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-240H-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.077","410","6","18.4","0.1","109","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-258-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.071","338","5","18.4","0.1","86.5","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-26-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.708","73","1","18.4","0.1","1.6","0","9.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-300S-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.061","465","6","18.4","0.1","118","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-36-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.511","110","2","18.4","0.1","3","0","8.7","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-39-AL-D31","COOLENS","BiTelecentric","C","0","0","0.1","18.4","12","0","0.5","0","0","18.4","0","2","0","6.2","false","COOLENS DTCM111-39-AL-D31 official product detail"
"DTCM111-42-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.438","118","3","18.4","0.1","3.3","0","7.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-48-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.383","128","3","18.4","0.1","4.3","0","7.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-56-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.329","138","3","18.4","0.1","4","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-64H-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.288","158","3","18.4","0.1","7.8","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-72-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.256","178","3","18.4","0.1","6.7","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-80H-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.23","228","4","18.4","0.1","12.1","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-90-AL","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.204","208","3","18.4","0.1","10.5","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM111-90-ALF","COOLENS","BiTelecentric","C","0","0","0.1","18.4","0","0","0.204","208","3","18.4","0.1","10.5","0","6.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-100H-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.09","238","4","9","0.1","54.3","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-110-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.082","263","4","9","0.1","65.4","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-120H-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.075","273","5","9","0.1","78.2","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-136-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.066","288","5","9","0.1","101","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-150-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.06","300","5","9","0.1","122","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-170-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.053","318","5","9","0.1","157","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-190H-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.047","330","5","9","0.1","199","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-216-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.042","372","5","9","0.1","249","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-240H-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.038","410","6","9","0.1","313","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-258-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.035","338","5","9","0.1","362","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-26","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.346","73","1","9","0.1","3.7","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-300S-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.03","465","6","9","0.1","488","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-36","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.25","110","2","9","0.1","7","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-42","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.214","118","3","9","0.1","9.6","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-48","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.188","128","3","9","0.1","12.4","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-56-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.161","138","3","9","0.1","17","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-64H-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.141","158","3","9","0.1","22.3","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-72-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.125","178","3","9","0.1","28.1","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-80H-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.113","228","4","9","0.1","34.8","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM118-90-AL","COOLENS","BiTelecentric","C","0","0","0.1","9","0","0","0.1","208","3","9","0.1","44","0","4.6","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-100H-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.08","238","4","8","0.1","68.7","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-110-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.073","263","4","8","0.1","82.6","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-120H-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.067","273","5","8","0.1","98","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-136-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.059","288","5","8","0.1","126","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-150-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.053","300","5","8","0.1","156","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-170-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.047","318","5","8","0.1","199","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-190H-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.042","330","5","8","0.1","249","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-216-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.037","372","5","8","0.1","321","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-240H-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.033","410","6","8","0.1","397","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-258-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.031","338","5","8","0.1","458","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-26-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.308","73","1","8","0.1","4.6","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-300S-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.027","465","6","8","0.1","603","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-36-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.222","110","2","8","0.1","8.9","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-42-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.19","118","3","8","0.1","12.1","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-48-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.167","128","3","8","0.1","15.7","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-56-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.143","138","3","8","0.1","21.5","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-64H-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.125","158","3","8","0.1","28.2","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-72-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.111","178","3","8","0.1","35.7","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-80H-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.1","228","4","8","0.1","44","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM120-90-AL","COOLENS","BiTelecentric","C","0","0","0.1","8","0","0","0.089","208","3","8","0.1","55.5","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-100H-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.072","238","4","7.2","0.1","84.8","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-110-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.066","263","4","7.2","0.1","101","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-120H-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.06","273","5","7.2","0.1","122","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-136-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.053","288","5","7.2","0.1","157","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-150-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.048","300","5","7.2","0.1","190","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-170-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.042","318","5","7.2","0.1","249","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-190H-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.038","330","5","7.2","0.1","304","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-216-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.033","372","5","7.2","0.1","404","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-240H-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.03","410","6","7.2","0.1","489","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-258-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.028","338","5","7.2","0.1","565","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-26","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.277","73","1","7.2","0.1","5.7","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-300S-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.024","465","6","7.2","0.1","763","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-36","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.2","110","2","7.2","0.1","11","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-42","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.171","118","3","7.2","0.1","15","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-48","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.15","128","3","7.2","0.1","19.5","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-56-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.129","138","3","7.2","0.1","26.4","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-64H-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.113","158","3","7.2","0.1","34.8","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-72-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.1","178","3","7.2","0.1","44","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-80H-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.09","228","4","7.2","0.1","54.3","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM125-90-AL","COOLENS","BiTelecentric","C","0","0","0.1","7.2","0","0","0.08","208","3","7.2","0.1","68.7","0","4.2","false","COOLENS DTCM small-format bi-telecentric official product list"
"DTCM138-035-D6","COOLENS","ObjectTelecentric","","0","0","0.06","16.6","0","0","0.346","128","3","16.6","0.05","0","0","0","false","COOLENS WWH 5MP telecentric official product list"
"DTCM150M-170-M72-19.5-AL","COOLENS","BiTelecentric","M72","0","0","0.05","67.6","0","0","0.398","318","5","67.6","0.05","2.4","0","9.4","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM150M-190H-M72-19.5-AL","COOLENS","BiTelecentric","M72","0","0","0.05","67.6","0","0","0.356","330","5","67.6","0.05","3","0","9.4","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM150M-216-M72-19.5-AL","COOLENS","BiTelecentric","M72","0","0","0.1","67.6","0","0","0.313","372","5","67.6","0.1","3.2","0","7.9","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM150M-240H-M72-19.5-AL","COOLENS","BiTelecentric","M72","0","0","0.1","67.6","0","0","0.282","410","6","67.6","0.1","8","0","9.4","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM150M-258-M72-19.5-AL","COOLENS","BiTelecentric","M72","0","0","0.1","67.6","0","0","0.262","338","5","67.6","0.1","5.1","0","8.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM150M-300S-M72-19.5-AL","COOLENS","BiTelecentric","M72","0","0","0.1","67.6","0","0","0.225","465","6","67.6","0.1","5.2","0","6.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM16K-100H-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.59","238","4","59","0.1","2.3","0","13.9","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM16K-110-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.536","263","4","59","0.1","2.8","0","12.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM16K-120H-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.492","273","5","59","0.1","3.6","0","11.6","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM16K-136-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.434","288","5","59","0.1","4.2","0","10.7","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM16K-150-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.393","300","5","59","0.1","5.1","0","19.8","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM16K-170-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.347","318","5","59","0.1","5.3","0","8.7","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM16K-190H-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.311","330","5","59","0.1","8.2","0","13.9","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM16K-216-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.273","372","5","59","0.1","8.6","0","8.7","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM16K-240H-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.246","410","6","59","0.1","14.6","0","8.7","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM16K-258-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.229","338","5","59","0.1","12.2","0","8.7","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM16K-300S-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.197","465","6","59","0.1","20.6","0","9","false","COOLENS DTCM large-format bi-telecentric official product list"
"DTCM16K-80H-AL","COOLENS","BiTelecentric","M72","0","0","0.1","59","0","0","0.738","228","4","59","0.1","1.6","0","9.9","false","COOLENS DTCM large-format bi-telecentric official product list"
